reference,mpn,pin,pin_name,electrical_type,net,sheet
U32,SN74LVC1G74DCUR,5,Q,output,ARM_LATCH,12_watchdog_latch
U32,SN74LVC1G74DCUR,6,CLR_N,input,ARM_CLEAR_N,12_watchdog_latch
U32,SN74LVC1G74DCUR,7,PRE_N,input,PHY3V3,12_watchdog_latch
U32,SN74LVC1G74DCUR,8,VCC,power_in,PHY3V3,12_watchdog_latch
C28,GEN-C-0402-100n-16V-X7R,1,1,passive,PHY3V3,12_watchdog_latch
C28,GEN-C-0402-100n-16V-X7R,2,2,passive,GND,12_watchdog_latch
J30,TX_ARM normally OPEN,1,PHY3V3,passive,PHY3V3,13_arm_switch
J30,TX_ARM normally OPEN,2,TX_ARM,passive,TX_ARM,13_arm_switch
R36,GEN-R-0402-10k-1%,1,1,passive,TX_ARM,13_arm_switch
R36,GEN-R-0402-10k-1%,2,2,passive,GND,13_arm_switch
U33,SN74LVC1G11DCKR,1,A,input,ARM_LATCH,13_arm_switch
U33,SN74LVC1G11DCKR,2,GND,power_in,GND,13_arm_switch
U33,SN74LVC1G11DCKR,3,B,input,TX_ARM,13_arm_switch
U33,SN74LVC1G11DCKR,4,Y,output,TX_PERMIT,13_arm_switch
U33,SN74LVC1G11DCKR,5,VCC,power_in,PHY3V3,13_arm_switch
U33,SN74LVC1G11DCKR,6,C,input,SYS_RESET_N,13_arm_switch
C29,GEN-C-0402-100n-16V-X7R,1,1,passive,PHY3V3,13_arm_switch
C29,GEN-C-0402-100n-16V-X7R,2,2,passive,GND,13_arm_switch
U34,SN74LVC1G04DBVR,1,NC,passive,NC,13_arm_switch
U34,SN74LVC1G04DBVR,2,A,input,TX_PERMIT,13_arm_switch
U34,SN74LVC1G04DBVR,3,GND,power_in,GND,13_arm_switch
U34,SN74LVC1G04DBVR,4,Y,output,TX_OE_N,13_arm_switch
U34,SN74LVC1G04DBVR,5,VCC,power_in,PHY3V3,13_arm_switch
C30,GEN-C-0402-100n-16V-X7R,1,1,passive,PHY3V3,13_arm_switch
C30,GEN-C-0402-100n-16V-X7R,2,2,passive,GND,13_arm_switch
U35,SN74LVC2G17DCKR,1,1A,input,TX_PERMIT,13_arm_switch
U35,SN74LVC2G17DCKR,2,GND,power_in,GND,13_arm_switch
U35,SN74LVC2G17DCKR,3,2A,input,AUTO_GOOD,13_arm_switch
U35,SN74LVC2G17DCKR,4,2Y,output,AUTO_GOOD_MCU,13_arm_switch
U35,SN74LVC2G17DCKR,5,VCC,power_in,3V3,13_arm_switch
U35,SN74LVC2G17DCKR,6,1Y,output,GATE_SENSE,13_arm_switch
C31,GEN-C-0402-100n-16V-X7R,1,1,passive,3V3,13_arm_switch
C31,GEN-C-0402-100n-16V-X7R,2,2,passive,GND,13_arm_switch
